InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
543616,84978,HANGING HEART JAR T-LIGHT HOLDER,23,2023-04-22 12:49:00,1.41,13845.0,Australia
541837,21034,REX CASH+CARRY JUMBO SHOPPER,3,2023-04-22 13:00:00,1.29,13261.0,Germany
543072,84406B,CREAM CUPID HEARTS COAT HANGER,16,2023-04-22 13:00:00,2.86,13577.0,United Kingdom
543072,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,8,2023-04-22 13:24:00,3.05,13577.0,United Kingdom
543526,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-04-22 13:59:00,2.7,13799.0,France
543072,23298,SPACEBOY LUNCH BOX,16,2023-04-22 14:20:00,2.04,13577.0,United Kingdom
543404,22748,POPPY'S PLAYHOUSE KITCHEN,6,2023-04-22 14:39:00,2.2,13736.0,United Kingdom
543404,21212,PACK OF 72 RETROSPOT CAKE CASES,16,2023-04-22 15:55:00,0.58,13736.0,United Kingdom
541837,21929,JUMBO BAG PINK VINTAGE PAISLEY,9,2023-04-22 16:42:00,2.03,13261.0,Germany
543404,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2023-04-22 16:57:00,1.77,13736.0,United Kingdom
543072,84978,HANGING HEART JAR T-LIGHT HOLDER,15,2023-04-22 17:02:00,1.41,13577.0,United Kingdom
543777,20725,LUNCH BAG RED RETROSPOT,6,2023-04-22 17:30:00,1.62,13926.0,United Kingdom
543336,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-04-22 17:33:00,10.55,13703.0,Germany
543404,23203,JUMBO BAG VINTAGE DOILY,1,2023-04-22 19:05:00,4.15,13736.0,United Kingdom
542076,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-04-22 19:42:00,4.15,13320.0,United Kingdom
543404,22745,POPPY'S PLAYHOUSE BEDROOM,8,2023-04-22 19:51:00,2.19,13736.0,United Kingdom
543526,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-04-22 19:55:00,4.22,13799.0,France
C543284,20727,LUNCH BAG BLACK SKULL,-19,2023-04-22 19:58:00,1.65,13677.0,Netherlands
543009,84978,HANGING HEART JAR T-LIGHT HOLDER,10,2023-04-23 08:25:00,1.48,13556.0,Germany
543009,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2023-04-23 08:30:00,1.71,13556.0,Germany
541726,84978,HANGING HEART JAR T-LIGHT HOLDER,8,2023-04-23 08:36:00,1.43,13234.0,United Kingdom
543597,21034,REX CASH+CARRY JUMBO SHOPPER,20,2023-04-23 08:38:00,1.25,13835.0,Germany
542929,47566,PARTY BUNTING,18,2023-04-23 08:43:00,5.28,13539.0,EIRE
543591,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,14,2023-04-23 08:53:00,3.06,13831.0,United Kingdom
543478,22748,POPPY'S PLAYHOUSE KITCHEN,12,2023-04-23 09:15:00,2.16,13774.0,EIRE
543611,20727,LUNCH BAG BLACK SKULL,24,2023-04-23 09:26:00,1.74,13842.0,EIRE
542929,84406B,CREAM CUPID HEARTS COAT HANGER,17,2023-04-23 09:43:00,2.63,13539.0,EIRE
542929,22622,BOX OF VINTAGE ALPHABET BLOCKS,24,2023-04-23 09:55:00,10.28,13539.0,EIRE
542695,20725,LUNCH BAG RED RETROSPOT,8,2023-04-23 09:56:00,1.69,13484.0,Germany
541726,20727,LUNCH BAG BLACK SKULL,21,2023-04-23 09:57:00,1.66,13234.0,United Kingdom
543597,22633,HAND WARMER UNION JACK,18,2023-04-23 10:05:00,1.96,13835.0,Germany
542695,21034,REX CASH+CARRY JUMBO SHOPPER,21,2023-04-23 10:08:00,1.19,13484.0,Germany
543478,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2023-04-23 10:27:00,2.59,13774.0,EIRE
542647,23298,SPACEBOY LUNCH BOX,6,2023-04-23 10:36:00,2.07,13471.0,France
542647,84879,ASSORTED COLOUR BIRD ORNAMENT,22,2023-04-23 10:37:00,1.69,13471.0,France
542999,47566,PARTY BUNTING,16,2023-04-23 10:44:00,4.84,13554.0,United Kingdom
543478,20727,LUNCH BAG BLACK SKULL,12,2023-04-23 10:52:00,1.75,13774.0,EIRE
542647,22748,POPPY'S PLAYHOUSE KITCHEN,5,2023-04-23 11:00:00,2.02,13471.0,France
542999,20727,LUNCH BAG BLACK SKULL,24,2023-04-23 11:00:00,1.75,13554.0,United Kingdom
542530,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-04-23 11:07:00,1.63,13440.0,United Kingdom
542530,21929,JUMBO BAG PINK VINTAGE PAISLEY,8,2023-04-23 11:18:00,2.03,13440.0,United Kingdom
543478,21034,REX CASH+CARRY JUMBO SHOPPER,7,2023-04-23 11:38:00,1.19,13774.0,EIRE
542647,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2023-04-23 11:41:00,3.61,13471.0,France
543715,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2023-04-23 12:39:00,3.26,13897.0,EIRE
543611,47566,PARTY BUNTING,16,2023-04-23 12:45:00,5.2,13842.0,EIRE
542999,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2023-04-23 12:45:00,3.28,13554.0,United Kingdom
543478,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2023-04-23 12:51:00,3.45,13774.0,EIRE
543591,22632,HAND WARMER RED POLKA DOT,19,2023-04-23 13:00:00,1.97,13831.0,United Kingdom
543591,71053,WHITE METAL LANTERN,5,2023-04-23 13:06:00,3.39,13831.0,United Kingdom
543009,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,5,2023-04-23 13:18:00,2.87,13556.0,Germany
542999,22748,POPPY'S PLAYHOUSE KITCHEN,2,2023-04-23 13:25:00,2.21,13554.0,United Kingdom
543009,22748,POPPY'S PLAYHOUSE KITCHEN,5,2023-04-23 13:26:00,2.18,13556.0,Germany
541726,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2023-04-23 13:31:00,1.68,13234.0,United Kingdom
542999,22622,BOX OF VINTAGE ALPHABET BLOCKS,21,2023-04-23 13:47:00,9.88,13554.0,United Kingdom
542929,84406B,CREAM CUPID HEARTS COAT HANGER,19,2023-04-23 13:48:00,2.91,13539.0,EIRE
542695,22622,BOX OF VINTAGE ALPHABET BLOCKS,11,2023-04-23 14:12:00,10.74,13484.0,Germany
543430,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,24,2023-04-23 14:55:00,3.1,13749.0,Netherlands
542695,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2023-04-23 15:05:00,1.74,13484.0,Germany
542530,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2023-04-23 15:07:00,2.49,13440.0,United Kingdom
542530,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2023-04-23 15:23:00,3.47,13440.0,United Kingdom
542647,23203,JUMBO BAG VINTAGE DOILY,11,2023-04-23 15:36:00,0.0,13471.0,France
543569,23298,SPACEBOY LUNCH BOX,2,2023-04-23 15:55:00,2.1,13819.0,Germany
542929,22622,BOX OF VINTAGE ALPHABET BLOCKS,7,2023-04-23 15:55:00,9.98,13539.0,EIRE
542929,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2023-04-23 16:00:00,3.95,13539.0,EIRE
543611,21034,REX CASH+CARRY JUMBO SHOPPER,1,2023-04-23 16:02:00,1.2,13842.0,EIRE
543611,20727,LUNCH BAG BLACK SKULL,17,2023-04-23 16:10:00,1.74,13842.0,EIRE
543569,21929,JUMBO BAG PINK VINTAGE PAISLEY,23,2023-04-23 16:10:00,2.06,13819.0,Germany
543597,23203,JUMBO BAG VINTAGE DOILY,5,2023-04-23 16:12:00,3.96,13835.0,Germany
543009,23355,HOT WATER BOTTLE KEEP CALM,17,2023-04-23 16:55:00,5.04,13556.0,Germany
543478,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2023-04-23 17:44:00,2.45,13774.0,EIRE
541726,22632,HAND WARMER RED POLKA DOT,9,2023-04-23 17:51:00,1.96,13234.0,United Kingdom
543430,22633,HAND WARMER UNION JACK,11,2023-04-23 18:00:00,1.87,13749.0,Netherlands
542647,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2023-04-23 18:30:00,0.58,13471.0,France
542929,20727,LUNCH BAG BLACK SKULL,16,2023-04-23 18:33:00,1.59,13539.0,EIRE
543430,22633,HAND WARMER UNION JACK,24,2023-04-23 18:56:00,1.84,13749.0,Netherlands
541726,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2023-04-23 18:57:00,1.78,13234.0,United Kingdom
543611,22748,POPPY'S PLAYHOUSE KITCHEN,21,2023-04-23 19:01:00,2.13,13842.0,EIRE
542929,23298,SPACEBOY LUNCH BOX,11,2023-04-23 19:17:00,2.01,13539.0,EIRE
543611,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2023-04-23 19:19:00,0.56,13842.0,EIRE
542695,22632,HAND WARMER RED POLKA DOT,23,2023-04-23 19:26:00,1.89,13484.0,Germany
542161,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2023-04-23 19:28:00,2.5,13342.0,Italy
543009,20725,LUNCH BAG RED RETROSPOT,12,2023-04-23 19:32:00,1.66,13556.0,Germany
543611,84978,HANGING HEART JAR T-LIGHT HOLDER,14,2023-04-23 19:33:00,1.56,13842.0,EIRE
543430,71053,WHITE METAL LANTERN,7,2023-04-23 19:55:00,3.37,13749.0,Netherlands
542441,23355,HOT WATER BOTTLE KEEP CALM,20,2023-04-24 08:18:00,4.86,13413.0,United Kingdom
C542440,84029E,RED WOOLLY HOTTIE WHITE HEART,-16,2023-04-24 08:40:00,3.46,13413.0,United Kingdom
543805,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-04-24 08:44:00,3.32,13943.0,United Kingdom
542615,71053,WHITE METAL LANTERN,11,2023-04-24 09:30:00,3.36,13463.0,Australia
543746,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2023-04-24 09:41:00,4.53,13910.0,Switzerland
543176,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,2023-04-24 10:15:00,4.06,13630.0,United Kingdom
543746,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2023-04-24 10:27:00,4.21,13910.0,Switzerland
543056,47566,PARTY BUNTING,16,2023-04-24 10:43:00,4.8,13569.0,Finland
542441,23355,HOT WATER BOTTLE KEEP CALM,1,2023-04-24 11:03:00,4.95,13413.0,United Kingdom
543805,22622,BOX OF VINTAGE ALPHABET BLOCKS,17,2023-04-24 11:10:00,9.58,13943.0,United Kingdom
543746,22633,HAND WARMER UNION JACK,11,2023-04-24 11:13:00,1.92,13910.0,Switzerland
543709,21034,REX CASH+CARRY JUMBO SHOPPER,19,2023-04-24 11:39:00,1.25,13894.0,United Kingdom
543056,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2023-04-24 11:45:00,0.57,13569.0,Finland
542615,22752,SET 7 BABUSHKA NESTING BOXES,4,2023-04-24 11:54:00,7.94,13463.0,Australia
542615,20727,LUNCH BAG BLACK SKULL,24,2023-04-24 12:07:00,1.6,13463.0,Australia
543056,21034,REX CASH+CARRY JUMBO SHOPPER,9,2023-04-24 12:25:00,1.3,13569.0,Finland
542615,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2023-04-24 12:40:00,1.74,13463.0,Australia
543709,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-04-24 12:47:00,3.36,13894.0,United Kingdom
543056,21212,PACK OF 72 RETROSPOT CAKE CASES,11,2023-04-24 12:55:00,0.59,13569.0,Finland
543746,22748,POPPY'S PLAYHOUSE KITCHEN,14,2023-04-24 13:00:00,2.12,13910.0,Switzerland
543805,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2023-04-24 13:01:00,3.36,13943.0,United Kingdom
542441,23203,JUMBO BAG VINTAGE DOILY,5,2023-04-24 13:06:00,4.05,13413.0,United Kingdom
543056,22748,POPPY'S PLAYHOUSE KITCHEN,22,2023-04-24 13:31:00,2.07,13569.0,Finland
542615,20725,LUNCH BAG RED RETROSPOT,17,2023-04-24 13:38:00,1.68,13463.0,Australia
543805,23203,JUMBO BAG VINTAGE DOILY,20,2023-04-24 14:50:00,3.93,13943.0,United Kingdom
543746,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2023-04-24 15:07:00,4.51,13910.0,Switzerland
543176,21034,REX CASH+CARRY JUMBO SHOPPER,24,2023-04-24 15:29:00,1.24,13630.0,United Kingdom
C542440,22633,HAND WARMER UNION JACK,-22,2023-04-24 15:46:00,1.89,13413.0,United Kingdom
542441,47566,PARTY BUNTING,21,2023-04-24 15:50:00,4.92,13413.0,United Kingdom
542441,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2023-04-24 15:55:00,3.61,13413.0,United Kingdom
543709,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,2023-04-24 16:19:00,2.61,13894.0,United Kingdom
543805,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2023-04-24 16:33:00,3.52,13943.0,United Kingdom
542441,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2023-04-24 16:38:00,1.7,13413.0,United Kingdom
543746,20727,LUNCH BAG BLACK SKULL,10,2023-04-24 16:45:00,1.7,13910.0,Switzerland
543056,21034,REX CASH+CARRY JUMBO SHOPPER,18,2023-04-24 16:51:00,1.34,13569.0,Finland
542025,22622,BOX OF VINTAGE ALPHABET BLOCKS,5,2023-04-24 17:03:00,10.29,13307.0,EIRE
543805,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,16,2023-04-24 17:31:00,3.12,13943.0,United Kingdom
541781,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2023-04-24 17:44:00,3.59,13247.0,United Kingdom
C542440,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-14,2023-04-24 18:14:00,3.13,13413.0,United Kingdom
543709,22622,BOX OF VINTAGE ALPHABET BLOCKS,19,2023-04-24 18:31:00,9.86,13894.0,United Kingdom
541781,22622,BOX OF VINTAGE ALPHABET BLOCKS,14,2023-04-24 19:13:00,10.54,13247.0,United Kingdom
543746,23355,HOT WATER BOTTLE KEEP CALM,12,2023-04-24 19:16:00,5.3,13910.0,Switzerland
543805,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2023-04-24 19:31:00,1.79,13943.0,United Kingdom
543746,22633,HAND WARMER UNION JACK,2,2023-04-24 19:33:00,1.88,13910.0,Switzerland
542443,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-04-25 08:14:00,3.5,13414.0,United Kingdom
542443,20725,LUNCH BAG RED RETROSPOT,21,2023-04-25 08:20:00,1.73,13414.0,United Kingdom
542192,47566,PARTY BUNTING,4,2023-04-25 08:20:00,5.33,13350.0,Switzerland
542547,21034,REX CASH+CARRY JUMBO SHOPPER,20,2023-04-25 08:34:00,1.31,13446.0,United Kingdom
542951,21034,REX CASH+CARRY JUMBO SHOPPER,8,2023-04-25 08:49:00,1.31,13543.0,Sweden
542547,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2023-04-25 08:57:00,0.54,13446.0,United Kingdom
541976,21034,REX CASH+CARRY JUMBO SHOPPER,8,2023-04-25 09:13:00,1.24,13294.0,Australia
542547,22622,BOX OF VINTAGE ALPHABET BLOCKS,3,2023-04-25 09:28:00,9.46,13446.0,United Kingdom
543700,22745,POPPY'S PLAYHOUSE BEDROOM,7,2023-04-25 09:32:00,2.17,13890.0,Sweden
542788,71053,WHITE METAL LANTERN,7,2023-04-25 10:02:00,3.3,13506.0,Portugal
541720,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2023-04-25 10:04:00,10.65,13233.0,United Kingdom
541966,23203,JUMBO BAG VINTAGE DOILY,24,2023-04-25 10:09:00,4.24,13292.0,United Kingdom
543700,22752,SET 7 BABUSHKA NESTING BOXES,14,2023-04-25 10:24:00,7.81,13890.0,Sweden
542788,71053,WHITE METAL LANTERN,3,2023-04-25 10:27:00,3.57,13506.0,Portugal
542091,47566,PARTY BUNTING,19,2023-04-25 10:47:00,4.78,13323.0,United Kingdom
541774,22748,POPPY'S PLAYHOUSE KITCHEN,21,2023-04-25 10:49:00,2.26,13245.0,United Kingdom
542547,23298,SPACEBOY LUNCH BOX,16,2023-04-25 10:57:00,2.1,13446.0,United Kingdom
543053,21034,REX CASH+CARRY JUMBO SHOPPER,15,2023-04-25 11:07:00,1.34,13568.0,Germany
543700,22752,SET 7 BABUSHKA NESTING BOXES,20,2023-04-25 11:35:00,7.63,13890.0,Sweden
542235,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,7,2023-04-25 11:39:00,3.0,13361.0,Channel Islands
542091,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-04-25 12:00:00,2.72,13323.0,United Kingdom
543700,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2023-04-25 12:01:00,3.58,13890.0,Sweden
542152,21929,JUMBO BAG PINK VINTAGE PAISLEY,11,2023-04-25 12:07:00,2.14,13340.0,United Kingdom
C542721,84406B,CREAM CUPID HEARTS COAT HANGER,-23,2023-04-25 12:14:00,2.7,13491.0,Australia
542443,22745,POPPY'S PLAYHOUSE BEDROOM,22,2023-04-25 12:18:00,2.14,13414.0,United Kingdom
542152,20727,LUNCH BAG BLACK SKULL,15,2023-04-25 12:36:00,1.72,13340.0,United Kingdom
541720,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-04-25 12:57:00,4.18,13233.0,United Kingdom
542235,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2023-04-25 13:00:00,3.31,13361.0,Channel Islands
542443,22633,HAND WARMER UNION JACK,11,2023-04-25 13:04:00,1.93,13414.0,United Kingdom
543700,84406B,CREAM CUPID HEARTS COAT HANGER,18,2023-04-25 13:11:00,2.77,13890.0,Sweden
543700,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-04-25 13:18:00,3.3,13890.0,Sweden
542192,23203,JUMBO BAG VINTAGE DOILY,15,2023-04-25 13:19:00,4.01,13350.0,Switzerland
543700,23298,SPACEBOY LUNCH BOX,22,2023-04-25 13:26:00,1.99,13890.0,Sweden
542590,22632,HAND WARMER RED POLKA DOT,10,2023-04-25 13:34:00,1.93,13456.0,Switzerland
541966,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2023-04-25 13:38:00,1.53,13292.0,United Kingdom
542192,20725,LUNCH BAG RED RETROSPOT,1,2023-04-25 13:41:00,1.76,13350.0,Switzerland
542547,22752,SET 7 BABUSHKA NESTING BOXES,17,2023-04-25 13:45:00,8.0,13446.0,United Kingdom
542590,22752,SET 7 BABUSHKA NESTING BOXES,7,2023-04-25 13:48:00,8.25,13456.0,Switzerland
541976,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,2023-04-25 13:55:00,2.8,13294.0,Australia
542788,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2023-04-25 13:58:00,4.12,13506.0,Portugal
542590,23298,SPACEBOY LUNCH BOX,3,2023-04-25 14:14:00,1.86,13456.0,Switzerland
543053,21929,JUMBO BAG PINK VINTAGE PAISLEY,21,2023-04-25 14:30:00,2.17,13568.0,Germany
543053,20727,LUNCH BAG BLACK SKULL,8,2023-04-25 14:32:00,1.75,13568.0,Germany
542152,71053,WHITE METAL LANTERN,17,2023-04-25 14:33:00,3.49,13340.0,United Kingdom
541966,23298,SPACEBOY LUNCH BOX,20,2023-04-25 14:49:00,2.06,13292.0,United Kingdom
542235,20727,LUNCH BAG BLACK SKULL,8,2023-04-25 14:57:00,1.69,13361.0,Channel Islands
541774,84406B,CREAM CUPID HEARTS COAT HANGER,23,2023-04-25 14:59:00,2.73,13245.0,United Kingdom
542091,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2023-04-25 15:02:00,3.45,13323.0,United Kingdom
543513,84406B,CREAM CUPID HEARTS COAT HANGER,24,2023-04-25 15:06:00,2.85,13793.0,Portugal
543700,71053,WHITE METAL LANTERN,21,2023-04-25 15:12:00,3.34,13890.0,Sweden
542951,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2023-04-25 15:21:00,1.61,13543.0,Sweden
542788,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,24,2023-04-25 15:22:00,3.71,13506.0,Portugal
542235,23298,SPACEBOY LUNCH BOX,24,2023-04-25 15:22:00,2.06,13361.0,Channel Islands
542235,21929,JUMBO BAG PINK VINTAGE PAISLEY,21,2023-04-25 15:24:00,2.01,13361.0,Channel Islands
541976,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2023-04-25 15:37:00,3.61,13294.0,Australia
542788,22748,POPPY'S PLAYHOUSE KITCHEN,7,2023-04-25 15:47:00,2.26,13506.0,Portugal
541774,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2023-04-25 15:51:00,3.26,13245.0,United Kingdom
543053,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2023-04-25 15:58:00,4.13,13568.0,Germany
542235,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-04-25 16:20:00,2.52,13361.0,Channel Islands
543513,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2023-04-25 16:21:00,3.34,13793.0,Portugal
541774,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,2023-04-25 16:21:00,2.82,13245.0,United Kingdom
542152,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2023-04-25 16:26:00,2.55,13340.0,United Kingdom
542590,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2023-04-25 16:36:00,2.45,13456.0,Switzerland
542091,20725,LUNCH BAG RED RETROSPOT,7,2023-04-25 16:46:00,1.78,13323.0,United Kingdom
542192,84978,HANGING HEART JAR T-LIGHT HOLDER,18,2023-04-25 17:15:00,1.56,13350.0,Switzerland
C542721,84029E,RED WOOLLY HOTTIE WHITE HEART,-17,2023-04-25 17:22:00,3.46,13491.0,Australia
542590,71053,WHITE METAL LANTERN,5,2023-04-25 17:24:00,3.52,13456.0,Switzerland
541976,22752,SET 7 BABUSHKA NESTING BOXES,23,2023-04-25 17:29:00,7.84,13294.0,Australia
542235,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2023-04-25 17:32:00,2.5,13361.0,Channel Islands
542443,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2023-04-25 17:32:00,0.54,13414.0,United Kingdom
541966,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-04-25 17:40:00,3.58,13292.0,United Kingdom
542951,23298,SPACEBOY LUNCH BOX,8,2023-04-25 17:52:00,1.98,13543.0,Sweden
542192,47566,PARTY BUNTING,2,2023-04-25 17:56:00,4.79,13350.0,Switzerland
543053,84029E,RED WOOLLY HOTTIE WHITE HEART,18,2023-04-25 17:57:00,3.57,13568.0,Germany
542547,20725,LUNCH BAG RED RETROSPOT,15,2023-04-25 17:59:00,1.61,13446.0,United Kingdom
542547,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-04-25 18:02:00,9.57,13446.0,United Kingdom
542091,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-04-25 18:14:00,4.49,13323.0,United Kingdom
542443,84406B,CREAM CUPID HEARTS COAT HANGER,22,2023-04-25 18:20:00,2.72,13414.0,United Kingdom
542152,71053,WHITE METAL LANTERN,13,2023-04-25 18:27:00,3.54,13340.0,United Kingdom
541720,71053,WHITE METAL LANTERN,10,2023-04-25 18:28:00,3.45,13233.0,United Kingdom
542192,71053,WHITE METAL LANTERN,19,2023-04-25 18:36:00,3.36,13350.0,Switzerland
542590,20727,LUNCH BAG BLACK SKULL,12,2023-04-25 18:44:00,1.64,13456.0,Switzerland
542788,22633,HAND WARMER UNION JACK,4,2023-04-25 18:47:00,1.78,13506.0,Portugal
542590,20727,LUNCH BAG BLACK SKULL,10,2023-04-25 19:03:00,1.64,13456.0,Switzerland
541774,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,21,2023-04-25 19:17:00,3.76,13245.0,United Kingdom
543513,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2023-04-25 19:29:00,4.27,13793.0,Portugal
543053,21929,JUMBO BAG PINK VINTAGE PAISLEY,15,2023-04-25 19:32:00,1.99,13568.0,Germany
543053,20725,LUNCH BAG RED RETROSPOT,1,2023-04-25 19:34:00,1.68,13568.0,Germany
C542721,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-24,2023-04-25 19:42:00,4.25,13491.0,Australia
542788,23355,HOT WATER BOTTLE KEEP CALM,22,2023-04-25 19:57:00,5.18,13506.0,Portugal
542156,22633,HAND WARMER UNION JACK,22,2023-04-26 08:19:00,1.91,13340.0,United Kingdom
542992,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-04-26 08:42:00,9.82,13552.0,Spain
542990,21034,REX CASH+CARRY JUMBO SHOPPER,21,2023-04-26 08:58:00,1.28,13552.0,Spain
542594,84978,HANGING HEART JAR T-LIGHT HOLDER,16,2023-04-26 09:25:00,1.47,13458.0,United Kingdom
542013,21034,REX CASH+CARRY JUMBO SHOPPER,13,2023-04-26 09:39:00,1.33,13304.0,United Kingdom
543240,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2023-04-26 09:42:00,0.53,13657.0,Norway
542011,20725,LUNCH BAG RED RETROSPOT,3,2023-04-26 09:42:00,1.65,13304.0,United Kingdom
542156,47566,PARTY BUNTING,3,2023-04-26 09:47:00,5.13,13340.0,United Kingdom
543240,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2023-04-26 10:12:00,2.6,13657.0,Norway
542990,22633,HAND WARMER UNION JACK,2,2023-04-26 10:45:00,1.89,13552.0,Spain
542011,84406B,CREAM CUPID HEARTS COAT HANGER,21,2023-04-26 10:51:00,2.65,13304.0,United Kingdom
542594,22632,HAND WARMER RED POLKA DOT,20,2023-04-26 11:33:00,1.94,13458.0,United Kingdom
542056,21034,REX CASH+CARRY JUMBO SHOPPER,23,2023-04-26 11:34:00,1.3,13316.0,Spain
542990,21929,JUMBO BAG PINK VINTAGE PAISLEY,17,2023-04-26 11:38:00,2.19,13552.0,Spain
542992,84406B,CREAM CUPID HEARTS COAT HANGER,10,2023-04-26 11:52:00,2.97,13552.0,Spain
542115,22748,POPPY'S PLAYHOUSE KITCHEN,10,2023-04-26 12:15:00,2.12,13330.0,Netherlands
542594,22633,HAND WARMER UNION JACK,21,2023-04-26 12:37:00,1.78,13458.0,United Kingdom
542011,23203,JUMBO BAG VINTAGE DOILY,9,2023-04-26 12:44:00,4.2,13304.0,United Kingdom
542156,22632,HAND WARMER RED POLKA DOT,7,2023-04-26 12:48:00,1.9,13340.0,United Kingdom
542011,22745,POPPY'S PLAYHOUSE BEDROOM,24,2023-04-26 13:19:00,2.17,13304.0,United Kingdom
541870,22752,SET 7 BABUSHKA NESTING BOXES,22,2023-04-26 13:30:00,7.98,13270.0,Germany
542947,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2023-04-26 13:50:00,1.79,13543.0,Sweden
541896,84406B,CREAM CUPID HEARTS COAT HANGER,13,2023-04-26 13:52:00,2.83,13276.0,United Kingdom
542990,84406B,CREAM CUPID HEARTS COAT HANGER,14,2023-04-26 14:00:00,2.84,13552.0,Spain
542156,23355,HOT WATER BOTTLE KEEP CALM,9,2023-04-26 14:08:00,4.78,13340.0,United Kingdom
542594,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,2023-04-26 15:15:00,3.08,13458.0,United Kingdom
542115,21034,REX CASH+CARRY JUMBO SHOPPER,19,2023-04-26 15:19:00,1.19,13330.0,Netherlands
542594,22633,HAND WARMER UNION JACK,14,2023-04-26 15:28:00,1.83,13458.0,United Kingdom
